Başlık, Vücut Kimliği, Duruş
" ABD, El Kaide Bağlantılı Somali Grubunun Liderinin Öldüğünü Söyledi",839, tartışmak
" 'Pazartesi görüşürüz': Hollandalı adam polise verdiği Facebook sözünü tuttu, teslim oldu Daha fazla bilgi için: http://www.ctvnews.ca/canada/see-you-monday-nl-man-keeps-facebook-promise-to-police-turns-himself-in-1.2206960#ixzz3QEDaSGxU",2164, kabul etmek
" Meksika, toplu mezarda kayıp 43 öğrencinin bulunup bulunmadığını araştırıyor",2334, tartışmak
 Raporlar: Öncü rap grubu Sugarhill Gang'in Big Bank Hank'i öldü,1831, tartışmak
" BAKIN: Kongre üyesi, IŞİD militanlarının Teksas sınırını geçmeye çalışırken yakalandığını iddia ediyor",1890, tartışmak
" Rahibe, mide ağrısından şikayet ettikten sonra sürpriz bir bebek doğurdu",1828, tartışmak
" Hayır, Irak'ta herhangi bir Ebola vakası yok",1355, kabul etmek
" McDonald's Ocak Ayında Fazla Kilolu Müşterilerine Hizmet Vermeyi Durduracak mı? Hayır, '15/01/2015' Hikayesi Sahte",1848, aynı fikirde olmamak
"Yani, Vogue'da Fare İstilası Olabilir",713, tartışmak
 IŞİD'in baş kesmesini gösteren video uluslararası tepkiye yol açtı,2241, tartışmak
 Evsiz Adamın 100 Dolarla İyi İşler Yaptığı Videosu Tamamen Uydurma Bir Aldatmaca mıydı!?,2061, aynı fikirde olmamak
 IŞİD militanları Kürtlere gönderilmesi planlanan silahları ele geçirdi,1597, kabul etmek
" Anna Wintour, 'fare istilası nedeniyle Dünya Ticaret Merkezi Vogue ofisinde çalışmayı reddetti'",2498, tartışmak
 Daaş Ebola Musul'a nakledildi {Google Translate],2180, aynı fikirde olmamak
 Christian Bale Steve Jobs'u canlandırmayacak,1131, tartışmak
 11 Eylül yıldönümü öncesinde 'teröristlerin kontrolündeki' Trablus havaalanından 11 uçak kayboldu,1515, kabul etmek
" Nikaragua, ABD'den meteor kraterini araştırmak için yardım istedi",2154, tartışmak
" Tur, ajan: Tiger Woods yasaklanmadı",1417, tartışmak
 Hava Durumu Muhabiri Mike Seidel Canlı Yayında Hazırlıksız Yakalandı ve Karda İşiyormuş Gibi Göründü -- İzleyin!,1926, tartışmak
"ESPN, NFL'nin imajını tamamen erkeklerden oluşan aile içi şiddet tartışmasıyla kurtaracak",2137, aynı fikirde olmamak
" Boston Maratonu Bombacısı Suçlusu Hapishanede Ağır Yaralandı, Bir Daha Asla Yürüyemeyebilir veya Konuşamayabilir",1936, aynı fikirde olmamak
" Lübnan, El Bağdadi'nin eşini ve oğlunu gözaltına aldı",703, aynı fikirde olmamak
" Kim Yo-jong Görevde: Kim Jong-un'un Kız Kardeşi, Hastalık Sırasında Kuzey Kore Diktatörünün Yerini Aldı",2477, tartışmak
 Boko Haram ateşkes anlaşması yaptığını yalanladı,1540, tartışmak
 Örümcek Avustralyalı Adamın Apandisit Yarasına Girdi (VİDEO),1104, kabul etmek
 Rahibin Tanrı'yı bir kadın olarak gördüğü iddiası aldatmaca olarak reddedildi,1303, kabul etmek
"Kanadalı yetkili, Ottawa'da ölen silahlı saldırganın Michael Zehaf-Bibeau olduğunu tespit etti",240, tartışmak
 IŞİD'in infazcısı 'Cihatçı John'un Muhammed Emwazi olduğu ortaya çıktı,1939, tartışmak
 Obama: James Foley cinayeti 'tüm dünyanın vicdanını sarstı',2067, kabul etmek
 Nijeryalılar Boko Haram'ın 'ateşkesinin' ihlal edilmesinin ardından kızların serbest bırakılmasından şüphe ediyor,2191, tartışmak
 SON DAKİKA Gill Rosenberg eski IDF askeri ISIS tarafından yakalandı,2142, aynı fikirde olmamak
 Örümcek turistin midesinden girip göğsüne kadar girdi,1880, aynı fikirde olmamak
" Tanıklar, İslam Devleti Militanlarının Ele Geçirdikleri 3 Savaş Uçağını Suriye Havaalanı Üzerinde Uçurduğunu Söyledi",2406, tartışmak
" Bu çocuk neredeyse ölüyordu, şimdi Marvel'ın Magneto'su gibi bir süper gücü var",1433, kabul etmek
" Yakında Marijuana New York'ta Tutuklanmaya Değil, Cezaya Yol Açabilir",1732, tartışmak
 IŞİD savaşçıları 'Ebola'ya yakalandı',1669, tartışmak
"Köpek, eşyalarının bulunduğu bavuluyla birlikte tren istasyonunun dışında terk edilmiş halde bulundu",2523, kabul etmek
 Judicial Watch'tan Farrell: IŞİD Teröristleri Meksika Sınırını Geçti,2367, kabul etmek
 Adam Kızları Etkilemeyen Penisini Kesti,827, kabul etmek
 Kenya'nın Fidel'i yerine Küba'nın Castro'sunun yas tutması kafaları karıştırdı,2399, tartışmak
 Borno eyaletinde şiddet artarken Boko Haram ateşkesi göz ardı edildi,1821, aynı fikirde olmamak
 Rapor: Kayıp Libya jet uçakları 11 Eylül'de intihar saldırısı korkusunu artırıyor,2448, tartışmak
 Boko Haram ile iddia edilen ateşkese rağmen Nijerya'da isyancılar öldürüldü,2403, tartışmak
 Kraliçe Elizabeth'in Buckingham Sarayı'ndaki Bahçesinde Sihirli Mantarlar Bulundu,1258, kabul etmek
 Rapor: IŞİD Lideri Ebubekir El Bağdadi ABD Hava Saldırısında Suikastla Öldürüldü,1466, tartışmak
"IŞİD Irak'ta ""Akrep"" Bombaları Saldı",1251, kabul etmek
" Michael Phelps'in kendini ilan eden kız arkadaşı, ERKEK olarak doğduğunu söylüyor ve Olimpiyat şampiyonuyla yaşadığı 'inanılmaz' seksin sırrını açıklıyor",862, kabul etmek
 Apple Watch Akıllı Saat 2015'te Dünya Çapında 15 Milyon Adet Satacak,1524, tartışmak
 Papa Francis'in cennette evcil hayvan beslemediği ortaya çıktı yorumu,2370, kabul etmek
 Macaulay Culkin Facebook'ta Herkesin Söylediklerine Rağmen Ölmedi,2502, kabul etmek
 IŞİD Ebola'ya Yakalanıyor,938, tartışmak
 Boko Haram ateşkes anlaşmasının bir parçası olarak kaçırılan kız öğrencileri serbest bırakacak,1885, tartışmak
 Amerikan Predator İHA'sı IŞİD'in kalesini çevreliyor,2469, tartışmak
" Dylan Thomas, Derinin Altında Yuva Yapmış Tropikal Örümcek Buldu",1579, tartışmak
 İzle: ABD'li denizci Afganistan'da Taliban keskin nişancısının kafasından vurularak öldürüldü,1734, kabul etmek
 Sugarhill Gang Rapçisi Big Bank Hank 57 Yaşında Öldü,2340, tartışmak
 İddiaya Göre Michael Brown'ın Vurulduğu Anı Yakalayan Yeni Ses,1934, tartışmak
 Utah'lı Adam Eggnog İçme Yarışmasını Kazandıktan Sonra Hastaneye Kaldırıldı,741, kabul etmek
" New York'ta Marihuana Tutuklama Değil, Ceza Anlamına Gelebilir",2163, tartışmak
 RAPOR: LİBYA'DAN ÇALINAN JET UÇAKLARI 11 EYLÜL'DE BİZE SALDIRI İÇİN KULLANILABİLİR,1515, tartışmak
" Detroit'te Batmobile mi çalındı? Güzelmiş, joker!",1529, tartışmak
" Yeni Ses Kaydı, Michael Brown Vurulduğu Sırada Silah Seslerinde Duraklama Olduğunu Gösteriyor: Avukat",2345, kabul etmek
" 11 Trablus Uçağı Hala Kayıp, 11 Eylül Endişelerini Tetikliyor",1515, kabul etmek
" Hindistan Tecavüz Krizi, Kalabalığın Şok Edici Sahnelerle İddia Edilen Cinsel Saldırganı Hadım Etmesine Yol Açtı",1981, kabul etmek
 Rapor: Gizli Servis Beyaz Saray Çit Atlayıcısı Hakkında Yalan Söyledi,1840, tartışmak
" Obama yönetimi, kongre üyesinin 'en az on IŞİD savaşçısının Meksika sınırından Teksas'a geçerken yakalandığı' iddiasını yalanladı",2367, aynı fikirde olmamak
 Nijerya: Ateşkesin bildirilmesinin ardından kaçırılan kız öğrencilerin geri dönmesine yönelik umutlar arttı,837, tartışmak
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,2067, tartışmak
Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,2138, tartışmak
 Apple Watch'un sınırlı tedarikle Şubat ayında piyasaya sürülmesinin planlandığı bildiriliyor,2431, tartışmak
Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,2139, kabul etmek
 Amazon Fiziksel Mağaza Açacak!,737, tartışmak
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",1774, tartışmak
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",2139, tartışmak
" Google, Kaliforniya Ofis Anlaşmalarında 1,6 Milyar Dolarlık Büyüme Sağladı",2329, tartışmak
" İki GOP Kongre Üyesi, Şüpheli Teröristlerin ABD-Meksika Sınırını Geçerken Yakalandığını Söyledi",2016, tartışmak
" SON DAKİKA HABERİ: IŞİD, ABD'ye Irak'ta eylemi durdurması yönünde uyarıda bulunmak amacıyla kayıp Amerikalı gazeteci James Wright Foley'in kafasını kesti",1580, kabul etmek
 IŞİD Videosu İngiliz Yardım Görevlisinin Başının Kesildiğini Gösteriyor,657, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,368, tartışmak
" Video: Denizci, kaskı sayesinde Taliban keskin nişancısının kafasından vurulmaktan kurtuldu",305, kabul etmek
 Hava Durumu Muhabiri Kar Üzerine Adını Yazarken Yakalandı Kamera Karşısına Çıkmaya HAZIR DEĞİLDİ (GÜNCELLENDİ),1855, tartışmak
 Kanadalı-İsrailli Kadın Suriye'de Yakalanmış Olabilir: Raporlar,1330, tartışmak
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı yayımlandı,721, tartışmak
" Kim Yo-Jong, Kim Jong Un'un Rolünü Üstlendi mi? Kuzey Kore'nin Sağlıksız Olduğuna Dair Söylentiler 'Uydurma'",1152, tartışmak
" Dallas, Teksas'ta Gerçekten 'Şeriat Hukuku'na Sahip Bir İslam Mahkemesi Var mı?",1436, tartışmak
" L. Jinny? Abdel-Majed Abdel Bary, İngiliz Rapçi, James Foley Cinayetinde Şüpheli: Raporlar",1530, tartışmak
" Dayanılmaz mide ağrıları çektikten sonra erkek bebek doğuran rahibe, hamile olduğunu 'hiç bilmiyordu'",116, kabul etmek
" Mutsuz Müşteri: Comcast, Şikayetim Hakkında İşverenime Bilgi Verdi ve Beni İşten Çıkardı",2438, tartışmak
" NBC Nightly News, işeyen bir adamla canlı yayın mı yaptı?",2511, tartışmak
 Kürtler IŞİD'in Kobani'de kimyasal silah kullanmasından korkuyor,1369, tartışmak
 Zack Snyder Sahte Çalınan Batmobile Raporuna Yanıt Verdi,1737, kabul etmek
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",1016, tartışmak
 Evsiz Bir Adama 100 Dolar Verdikten Sonra Gizlice Onu Kameraya Çekti...,1429, tartışmak
 iOS 8 hatası iCloud Drive belgelerinizi silebilir,883, tartışmak
" İngiliz rehine David Haines, IŞİD teröristleri tarafından başı kesilerek öldürüldü",1989, kabul etmek
 Ann Arbor pizza dağıtım sürücüsü 2.000$ bahşişle şaşırtıldı,1358, kabul etmek
" Kuzey Kore lideri Kim Jong-un kayıp değil, sadece ayak bileğinden ameliyat oldu",1296, tartışmak
 Detroit Polisi Batmobile'ın Güvenli Olduğuna Dair Açıklama Yayımladı,1737, kabul etmek
 Viral Twitter Söylentilerine Göre Fidel Castro Öldü,2221, tartışmak
 Tropikal örümcek apandisit yarasından insanın derisinin altına girdi ve orada ÜÇ GÜN yaşadı,1531, aynı fikirde olmamak
 Michael Brown'ın vurulduğu anı ses kaydının kaydettiği iddia ediliyor,1461, tartışmak
" İngiliz Adam, Halk İçinde Hapşıran İnsanlara Tokat Atıyor",1422, kabul etmek
" Kuzey Kore lideri Kim Jong-un'un gizemli hastalığı aslında iki kırık ayak bileği, diyor gazete",1296, tartışmak
" İslamcı Militanlar Libya'da 11 Ticari Uçağı 'Çaldı', Terör Saldırısı Korkularını Artırdı",920, tartışmak
 IŞİD Militanları ABD'li Gazeteci James Wright Foley'in Başını Kestiklerini İddia Ediyor,2495, tartışmak
" ÜNİVERSİTE 'BİRİNCİ SINIF' TERİMİNİ KALDIRIP, YERİNE 'BİRİNCİ SINIF' TERİMİNİ GEÇİRİYOR",2321, tartışmak
 Michael Brown'ın vurulma sesi kayda mı alındı?,499, tartışmak
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",1093, tartışmak
 Elektrik direğinden elektrik çarpan okul çocuğu artık manyetik güçlere sahip olduğunu iddia ediyor,2415, tartışmak
 Altın Apple Watch Sürümünün Neden 10.000 Dolara Mal Olması Gerekiyor,418, tartışmak
 Medya kuruluşları 'Cihatçı John'u teşhis etti,2202, tartışmak
" Yetkililer, Kongre üyesinin IŞİD teröristlerinin ABD-Meksika sınırından geçtiğine dair iddialarını yalanladı",1890, kabul etmek
 11 Eylül yıldönümü öncesinde 'teröristlerin kontrolündeki' Trablus havaalanından 11 uçak kayboldu,2208, kabul etmek
" Rapor: Nijeryalı Kadın, Ebola Benzeri Semptomlarla KC'de Karantinaya Alındı (Video)",260, tartışmak
 13 yaşında yedi kız çocuğu okul gezisinde hamile kalıyor,1140, kabul etmek
 Rapor: Kökten Yeniden Tasarlanmış 12 İnçlik MacBook Air Geliyor,1013, tartışmak
 Kim Jong-Un'un Kız Kardeşi Kuzey Kore'de Kontrolü Ele Geçirdi,2477, tartışmak
 Personel Muhabiri,1384, kabul etmek
" Irak Sağlık Bakanlığı, IŞİD savaşçılarının Ebola'ya yakalandığına dair haberlerin 'yanlış' olduğunu söyledi",2075, tartışmak
" Feminist, Erkek Olduğu İçin Bebeğini Kürtaj Ettirdi, İnsanlar Onaylamıyor",947, tartışmak
" Bu, Bir Örümcek Hakkında Gerçekten Dehşet Verici Bir Hikaye",1923, aynı fikirde olmamak
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",1744, tartışmak
" Öğle tatillerinde hisse senedi ticareti yaparak 72 MİLYON dolar kazanan New York'lu okul çocuğu - ve şimdi arkadaşlarını 400 dolarlık havyar yemeye götürüyor, bir BMW kullanıyor ve kesinlikle göçmen ebeveynlerini gururlandırıyor",1167, tartışmak
"Meteor, Managua Havaalanı Yakınlarında 40 Ayaklık Krater Bıraktı",885, aynı fikirde olmamak
 Cihatçı John'un MASKESİ ORTAYA ÇIKARILDI: İslam Devleti katili Batı Londralı Muhammed Emwazi olarak adlandırıldı,2349, kabul etmek
 Sokak Sanatçısı BANKSY Yine Mi Tutuklandı?,1301, tartışmak
 Balkabağı Baharatlı Kondomlar Dünyayı Temel Çocuklardan Kurtaracak Tek Şey Olabilir,2252, tartışmak
 Bu Arjantinli kadın acımasız bir çevrimiçi aldatmacanın kurbanı mı oldu? Öğretmenin öğrencisiyle seks yaptığını gösterdiğini iddia eden yetişkin videosu göründüğü gibi değil,482, tartışmak
" DNA testleri, Lübnan DEAŞ'ının sahte pasaportlarla yakalandıktan sonra DEAŞ lideri el-Bağdadi'nin eski eşini ve kızını tuttuğunu kanıtlıyor",2337, aynı fikirde olmamak
 Ne kazanıyorlar: Başkan Yardımcısı Shane Smith'in 300.000 dolarlık biftek yemeği,2130, tartışmak
Kuzey Kore lideri yıllık ritüeli kaçırdı; kız kardeşi 'görev devraldı',744, tartışmak
" Obama, James Foley'in İdamını Kınadı: 'Bugün Tüm Dünya Dehşete Düştü'",1747, kabul etmek
 HBO ve Apple Aylık 15 Dolarlık Teklif İçin Görüşüyor Apple TV Yayın Hizmeti Nisan Ayında Başlatılıyor,815, tartışmak
" Michael Zehaf-Bibeau, Ottawa'da Kanadalı Silahlı Saldırı Şüphelisi Olarak Tanıtıldı",2246, kabul etmek
IŞİD katili 'Cihatçı John'un adı Muhammed Emwazi olarak açıklandı,775, tartışmak
" DHS, Kongre Üyesinin IŞİD'in Güney Sınırına Sızdığı İddiasını Reddetti",2261, tartışmak
" Örümcek apandisit yarasına girdi, WA'lı adamın vücuduna girdi",1638, kabul etmek
 Bu Köpek Gumtree'de Satıldıktan Sonra Eşyalarının Olduğu Bavulla Bir Tren İstasyonunda Bırakıldı,1544, kabul etmek
 Apple Watch Geliştiricilerine Pil Ömrünü Korumak İçin Özellikleri Sınırlamaları Söylendi,2275, tartışmak
 $YUM #Marijuana ve Kızarmış Tavuk Sunuyor,1814, aynı fikirde olmamak
"SON DAKİKA HABERİ: El Kaide tarafından rehin tutulan İngiliz asıllı ABD'li foto muhabiri, Yemen'de başarısız kurtarma girişimi sonucu öldürüldü",2318, tartışmak
 Analist: Apple Watch Edition 5.000 Dolara Mal Olabilir,1595, tartışmak
" CNN, Michael Brown saldırısına ait olduğu iddia edilen ürpertici ses kaydını yayınladı: ""En az 11 el ateş""",2481, tartışmak
 Suudi din adamı kardan adam yapımına fetva verdi,2167, kabul etmek
 RAPOR: Michael Brown Saldırısının İddiaya Göre Yeni Ses Kaydı,2287, tartışmak
" Hayır, o lise öğrencisi hisse senedi ticareti yaparak 72 milyon dolar kazanmadı",1987, tartışmak
" Anne, İkiz Kızını Kurtarmak İçin İkiz Oğlunu Satmayı Teklif Etti",1562, kabul etmek
 Meksika'da 43 Öğrencinin Kaybolduğu Yerin Yakınında Toplu Mezarlar Bulundu,702, tartışmak
 Comcast'ın Kendisini Kovulmasına Neden Olduğunu Söyleyen Adam Dava Açtı,2405, tartışmak
 Christian Bale Steve Jobs Filminden Çıktı (Özel),729, kabul etmek
" Kaynak: New York'ta esrar yakında sadece bir ceza getirebilir, tutuklama değil",1802, tartışmak
 Boko Haram ateşkes anlaşmasının bir parçası olarak kaçırılan kız öğrencileri serbest bırakacak,2272, tartışmak
 Bavulun yanında eşyalarla dolu halde bulunan köpeğin sahibini bulmak için arama çalışmaları başlatıldı,1642, kabul etmek
 Kim Jong-Un'un kız kardeşinin Kuzey Kore'yi yönettiği söyleniyor,2477, tartışmak
" IŞİD, ABD Hava İndirme Silahlarını Ele Geçirdiğini İddia Ediyor",2307, tartışmak
" Michael Brown'ın vurularak öldürüldüğü an 'ses kaydına yakalandı': FBI, son 'öldürücü atışlar' da dahil olmak üzere ON BİR el ateş edildiğine dair potansiyel olarak suçlayıcı bir kayıt verdi",2250, tartışmak
 Nijerya'da bildirilen saldırıların ardından Boko Haram'ın 'ateşkesi' şüpheyle karşılanıyor,1166, tartışmak
 Şarkı söyleyen kutup ayısı gürültü şikayeti sonrası ASBO ile karşı karşıya,2446, aynı fikirde olmamak
 Adam kız arkadaşıyla ayrıldıktan sonra penisini kesti,1434, tartışmak
 Christian Bale Steve Jobs'u canlandırmayacak,1217, tartışmak
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Yayımladı",2235, tartışmak
 Ottawa'da Savaş Anıtı'nda asker vuruldu,1437, tartışmak
 Rapor: Çit atlayıcısı Beyaz Saray'ın Doğu Odasına girdi,1017, tartışmak
" Microsoft, Silikon Vadisi Kampüsünde Robot Güvenlik Görevlilerini Denedi",2432, kabul etmek
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,991, tartışmak
" Milletvekilleri, Parlamento Tepesi'ndeki silahlı saldırıda hayat kurtardığı için çavuşa teşekkür etti",1121, tartışmak
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",837, tartışmak
" Christian Bale, Apple'ın kurucu ortağının yakında yayınlanacak biyografisinde Steve Jobs'u canlandıracak",1131, tartışmak
" Rapor: Ses, Michael Brown Vurulduğu Sırada Silah Sesleri Arasında Duraklama Olduğunu Gösteriyor",2345, tartışmak
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",2067, tartışmak
" NASA, Managua patlamasının bir meteor olmadığını öne sürüyor",1913, aynı fikirde olmamak
" Hayır, Bir Örümcek Bir Adamın Derisinin Altına Girip Orada Günlerce Yaşamaz",2042, kabul etmek
 Michael Brown'ı Öldüren Silah Seslerinin İddia Edilen Ses Kaydı Bir Sahtekarlık mı?,2317, tartışmak
