Headline,Body ID,Stance
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,2364,0
US confirms death of Somalia terror group leader,1306,1
ISIL video claims beheading of kidnapped journalist James Foley,1679,0
Apple was forced to nix key health features from its smartwatch -- report,652,0
Report: Christian Bale Just Bailed on the Steve Jobs Movie,729,1
Fence-jumper made it farther in White House than Secret Service let on,1365,1
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1580,0
Kim Jong-un 'so fat he has fractured his ankles',2417,0
Saudi cleric condemns snowmen as anti-Islamic,417,1
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,1344,0
Did a Meteorite Impact in Nicaragua over the Weekend?,1913,0
Comcast Declares War on Tor?,2177,0
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',2276,0
Gateway Pundit,1202,0
Ferguson riots: audio may have captured Michael Brown shooting,2118,0
Lebanon confirms holding ISIS chief’s kin,2268,0
Man chops off own penis after being dumped by his girlfriend,1171,1
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1538,0
Zack Snyder Responds to Fake Stolen Batmobile Report,1737,1
"Batmobile stolen in Detroit? Good one, joker!",1242,1
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2445,-1
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1474,1
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1166,0
If Only A Bird Really Did Poop on Putin,1438,1
Mystery man slaps shoppers around head for sneezing,438,1
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1106,0
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2062,0
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,1234,0
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,815,0
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1805,1
Christian Bale in Talks to Star in Sony's Steve Jobs Film,2343,0
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1751,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2191,0
Lebanon 'holding IS leader's daughter and ex-wife',1004,0
"Meteorite makes big crater in Nicaragua, government says",715,0
Former British Rapper Reportedly Under Investigation for James Foley Beheading,29,0
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1738,0
Militant Group Says It Killed American Journalist in Syria,1721,0
Vice squad’s $1m win lights up Las Vegas,1791,1
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1689,0
Wife and child of Islamic State leader Baghdadi held in Lebanon,2337,-1
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,2058,0
Weather Channel’s Mike Seidel was not caught with his pants down,1319,-1
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1644,0
Newly Discovered Mass Grave Linked to Missing Mexican Students,1109,-1
"Managua explosion not a meteorite, NASA suggests",1790,0
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1217,0
Video: Marine saved by helmet after Taliban sniper attack,1481,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1130,-1
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1860,-1
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,1785,0
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1344,0
US hostage Luke Somers dies after rescue bid,1069,0
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1363,1
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",955,0
App brush list actually do so sister you tired it?,1711,0
Graffiti Artist Banksy Arrested In London; Identity Revealed,2468,-1
Bigfoot Strolls Through A Russian Forest -- At Least That's The Claim [VIDEO],2377,0
Report: Secret Service Lied About White House Fence Jumper,843,0
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2060,0
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1352,0
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1079,0
An accidental delivery of arms to the Islamic State and the problem with airdrops,1949,1
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,516,0
Homeland Security: No ISIL fighters on U.S. border,416,0
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],1955,0
God is a woman- Priest who died for 48 minutes claims,2240,1
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,611,0
"Islamic State training fighter pilots in captured jets, monitoring group says",495,0
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",2442,1
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1890,0
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1880,0
Dog found abandoned at Scottish train station with suitcase of belongings,1853,1
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",1983,0
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,931,0
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1807,0
ISIL Beheads American Photojournalist in Iraq,903,0
Rapper identified as James Foley's executioner: reports,1036,0
Homeland Security says terrorists haven't crossed U.S-Mexico border,1890,1
Islamic State claims to have beheaded American journalist,880,0
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2139,0
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2125,-1
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1671,0
Video: Marine survives Taliban sniper headshot thanks to helmet,2046,1
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1789,1
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2143,-1
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1896,0
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1307,0
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,974,-1
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,688,0
First Human Death Confirmed From Eating GMO [Satire],2098,-1
WHO says reports of suspected Ebola cases in Iraq are untrue,1807,0
Breaking: Soldier shot at National War Memorial in Ottawa,2410,0
"A message from Jim's mom, Diane Foley:",2386,1
Sugarhill Gang Rapper Big Bank Hank Dies at 57,2351,1
Tom Brokaw Wants Brian Williams Fired Over Iraq Helicopter Story: Report,1794,0
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1780,0
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,403,-1
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1242,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2345,1
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,1795,0
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1104,1
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1368,0
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,2420,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1681,0
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,2208,1
"Managua explosion not a meteorite, NASA suggests",1068,0
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1776,-1
Ferguson riots: audio may have captured Michael Brown shooting,1009,0
Predator Drone Reportedly Spotted Over ISIS Stronghold,2129,0
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",2130,0
Soldier shot near Canadian parliament building,1071,0
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1996,-1
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1817,0
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,992,0
Mystery man slaps shoppers around head for sneezing,1839,1
Mexico Says Missing Students Not Found In First Mass Graves,1984,1
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,1530,0
WHO says reports of suspected Ebola cases in Iraq are untrue,2003,0
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1554,1
UPDATE: Internet report of Ebola outbreak in Purdon not true,1467,1
Boko Haram ceasefire ignored as violence flares in Borno state,1588,-1
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2200,0
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1724,0
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1262,0
ISIS Militants Allegedly Contracted Ebola,1506,0
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1831,1
Shocking! Chinese parents sell their son to fund for daughter’s Cancer treatment,1698,1
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1330,0
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",2284,0
More American Weapons for ISIS,1485,1
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",1738,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1722,0
Indian civil servant sacked 'after 24-year sickie',932,1
Alleged audio of Michael Brown shooting released,1916,0
Code/Red: Apple Watch Battery Life — “Charge Nightly”,470,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2072,0
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1500,-1
GCPD Solved Stolen Batmobile Case?,1529,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2481,0
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1899,0
Christian Bale quits Steve Jobs movie,2343,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,997,0
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2003,0
Nigeria Boko Haram blamed for raids despite truce claim,1821,0
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),349,0
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1835,0
CNN Posts Alleged Audio of Michael Brown Shooting,2481,0
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1010,0
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1197,0
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1540,0
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1476,0
Has Ebola infected Isis militants in Mosul?,1040,0
"Meteorite makes big crater in Nicaragua, government says",221,1
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,981,0
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1890,1
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,2389,0
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1649,0
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1958,0
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1330,0
"Boko Haram agrees to ceasefire, release of school girls",2356,0
White House Fence Jumper Actually Made It Pretty Far Inside,1921,0
"Boko Haram agrees to ceasefire, release of school girls",1419,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2139,0
Boko Haram Denies Nigeria Cease-Fire Claim,2144,0
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1657,0
WHO ‘probing’ whether ISIS fighters got Ebola,1974,0
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2047,0
"Tour, agent: Tiger Woods not banned",1718,1
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",2407,-1
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2138,0
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2144,0
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",475,0
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,2113,0
The baby from Teletubbies reveals herself,2227,1
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,1699,1
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,822,0
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,951,0
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,1534,0
Militant Group Says It Killed American Journalist in Syria,1288,0
Rapper identified as James Foley's executioner: reports,546,0
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),2005,1
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1489,0
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",7,0
American hostage in Yemen freed in military raid-Defence Ministry,825,0
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",706,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female,603,1
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",2177,-1
Microsoft's Silicon Valley campus now guarded by Daleks,2228,1
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1926,0
Nicaragua asks U.S. for help investigating meteorite crater,1913,1
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,484,0
